no,pred
5124,0.07164785985000001
14114,0.102338814
3390,0.102383342
9010,0.07668291049999999
9301,0.044015875149999995
16502,0.04570660449
14257,0.05629455425
3857,0.069191741
5338,0.1481341845
16854,0.13754940100000002
79,0.110854652
7962,0.0637324101
12044,0.04840333809999999
10027,0.0304258939
9222,0.051894030674999994
4622,0.07416540035
13349,0.129368225
6391,0.04037908525
14512,0.09216919855
4362,0.08678320575
5236,0.0880907205
8327,0.03208151391
11677,0.11062931349999999
6581,0.0913937554
5083,0.0480247088
14404,0.055833769549999995
869,0.0641002943
10465,0.137525654
10574,0.108123461
11212,0.18513931775
12120,0.0718711538
8597,0.07895396475
5346,0.075001843
7508,0.0961940431
4755,0.1150348175
1554,0.10716145424999998
15536,0.06749379289999999
11471,0.0625910631
15171,0.03022647959
9057,0.07668291049999999
12017,0.078079886
13230,0.07668291049999999
4828,0.04747916075
4746,0.1898379395
1153,0.07176314475
5619,0.0685991279
4237,0.08107424325
14662,0.0650193853
14856,0.060199241099999995
11325,0.04242688133999999
5538,0.0239537966
17128,0.05021716395
2073,0.09848410149999999
13003,0.032981296599999994
9694,0.0480247088
12071,0.050133398355
13007,0.07187795450000001
15651,0.03196208975
16975,0.07395012229999999
320,0.1460422615
14878,0.05786328754999999
10160,0.041839672599999995
4944,0.1711113325
1677,0.06802248635
7594,0.07945257974999999
12852,0.11496558300000001
1057,0.078079886
5666,0.0616470323
12983,0.06172002339999999
14510,0.0754417226
9191,0.06861854305
14308,0.130055666
11748,0.08094865725
10951,0.051885206999999996
2633,0.178078585
2796,0.0633087171
10174,0.06757411005000001
3257,0.0754417226
4660,0.108123461
5158,0.05391568315
12818,0.0898709605
5257,0.07668291049999999
3067,0.026170790519999997
8283,0.0785681939
7683,0.0913937554
12824,0.10370098650000001
4501,0.0878859765
11689,0.06650998895
192,0.0421449261
6948,0.0724473197
3610,0.050125104350000005
9732,0.06586341755
16174,0.139901095
9643,0.0494602883
11343,0.07668291049999999
9616,0.1132817835
9247,0.108123461
15082,0.0913937554
13571,0.043024134500000005
12482,0.10222791249999999
7427,0.04370248685
10704,0.05464791395
12492,0.0860409795
6828,0.0480247088
14448,0.026433893889999997
8323,0.05680353049999999
5545,0.1242726045
371,0.16380990959999997
6297,0.05786328754999999
8533,0.0831616791
10449,0.1029467644
1167,0.034665433
7731,0.141276958
12505,0.07395012229999999
16662,0.0337659339
13703,0.1029467644
4858,0.018497585900000002
14939,0.020790213065
8087,0.051595134349999995
426,0.06749379289999999
9251,0.030024168
9135,0.07668291049999999
3557,0.07668291049999999
2296,0.107659222
15195,0.0653556476
15053,0.076019694
13539,0.02833536665
9362,0.08149538225
4075,0.0333154545
9922,0.0446052197
16350,0.060205561500000004
11511,0.065517149
9981,0.0789054765
15497,0.0467933678
12108,0.035336997857
14641,0.114285214
13998,0.0898709605
9303,0.0490389986
4678,0.07668291049999999
6305,0.0633087171
12995,0.0524652029
16393,0.0625357436
6870,0.07395012229999999
11950,0.02388537287
16240,0.043815473199999996
7807,0.150442718
5233,0.0939741579
10367,0.1855813045
5764,0.0706959905
4815,0.03719981725
8518,0.0754417226
4215,0.06172002339999999
10607,0.06598175149999999
17435,0.0913937554
8369,0.0778273277
17248,0.083779695
7698,0.03658182509999999
1432,0.160772822
1997,0.20924792009999998
7744,0.22715219999999997
7081,0.07416540035
9158,0.16740574
